,transaction_id,user_id,timestamp,amount,device_type,location,is_vpn,card_type,status,is_fraud
1075,TA2F821,U25494,2025-03-12T23:16:08.512628Z,670.68,desktop,"Texas, USA",False,prepaid,approved,0
1076,T489264,U82361,2025-03-13T06:10:08.512628Z,385.63,tablet,"Texas, USA",True,debit,declined,0
1077,T3BF883,U76450,2025-03-14T05:26:08.512628Z,943.43,mobile,"London, UK",True,credit,approved,0
1078,T9DFAC1,U32514,2025-03-16T04:30:08.512628Z,573.56,desktop,"New York, USA",False,debit,declined,0
1079,TAD97A4,U88931,2025-03-13T19:22:08.512628Z,402.53,mobile,"London, UK",True,debit,declined,0
1080,TA4F6E5,U47199,2025-03-12T02:19:08.528776Z,860.92,tablet,"New York, USA",False,prepaid,approved,0
1081,T7BFE92,U60515,2025-03-12T12:17:08.530784Z,913.1,tablet,"Ontario, Canada",False,debit,declined,0
1082,TA1E9D7,U26891,2025-03-12T16:57:08.531779Z,753.78,desktop,"New York, USA",False,credit,approved,1
1083,T3B7D8E,U70303,2025-03-14T17:29:08.533048Z,918.71,mobile,"London, UK",True,prepaid,approved,0
1084,TA7F477,U45311,2025-03-10T01:00:08.533048Z,206.72,mobile,"London, UK",True,credit,approved,1
1085,TA6A96E,U19800,2025-03-12T15:40:08.533048Z,87.56,mobile,"Texas, USA",False,debit,approved,0
1086,T555044,U11622,2025-03-11T17:27:08.533048Z,176.94,desktop,"California, USA",True,prepaid,declined,0
1087,T27D32C,U93694,2025-03-11T22:04:08.533048Z,944.13,mobile,"New York, USA",False,credit,declined,0
1088,TC1F468,U37993,2025-03-13T07:39:08.533048Z,965.58,tablet,"New York, USA",True,prepaid,approved,0
1089,TAE204E,U72354,2025-03-11T00:14:08.533048Z,147.4,mobile,"Texas, USA",False,prepaid,approved,0
1090,T966AA6,U28606,2025-03-12T12:14:08.541963Z,767.99,desktop,"California, USA",True,prepaid,declined,0
1091,T96835A,U20914,2025-03-10T14:36:08.542964Z,128.88,mobile,"New York, USA",False,debit,approved,0
1092,T72DA1D,U94113,2025-03-13T00:30:08.543961Z,644.17,tablet,"California, USA",True,debit,declined,0
1093,T27060D,U77507,2025-03-16T10:01:08.544992Z,309.39,mobile,"Ontario, Canada",True,debit,approved,1
1094,TD7EC5B,U69534,2025-03-13T16:18:08.545995Z,245.15,tablet,"New York, USA",True,debit,approved,0
1095,T69BC59,U43681,2025-03-10T06:03:08.546997Z,342.81,desktop,"California, USA",True,prepaid,declined,0
1096,T4D4926,U85495,2025-03-14T19:23:08.548960Z,121.93,mobile,"California, USA",False,debit,approved,1
1097,T1A02E2,U48886,2025-03-14T09:03:08.549959Z,629.33,desktop,"New York, USA",False,prepaid,declined,0
1098,TC83287,U79393,2025-03-12T11:28:08.550960Z,510.93,mobile,"California, USA",True,prepaid,declined,0
1099,T7C2069,U53603,2025-03-11T23:41:08.551960Z,435.99,desktop,"London, UK",True,credit,declined,0
1100,TE9E47D,U65687,2025-03-15T07:08:08.551960Z,233.56,mobile,"New York, USA",False,debit,approved,0
1101,TC811C8,U97990,2025-03-12T18:42:08.552960Z,825.93,tablet,"London, UK",False,credit,approved,0
1102,TEFFAE2,U67212,2025-03-10T20:06:08.553960Z,673.95,desktop,"New York, USA",False,credit,approved,0
1103,TDBB59E,U31882,2025-03-14T00:12:08.554959Z,609.41,mobile,"Texas, USA",True,debit,declined,0
1104,TF22B7B,U21788,2025-03-10T13:15:08.555959Z,147.2,tablet,"Ontario, Canada",True,prepaid,approved,0
1105,TD59460,U67622,2025-03-15T04:49:08.556959Z,567.54,tablet,"Ontario, Canada",True,prepaid,declined,0
1106,T8ABC6C,U52506,2025-03-10T01:33:08.558947Z,985.7,mobile,"New York, USA",True,debit,declined,1
1107,T43264D,U12373,2025-03-13T11:04:08.559984Z,820.36,tablet,"Ontario, Canada",True,prepaid,approved,0
1108,T37FF13,U57450,2025-03-11T00:59:08.560981Z,335.24,desktop,"California, USA",False,credit,declined,0
1109,TE31BC7,U68995,2025-03-14T01:18:08.561984Z,603.04,mobile,"New York, USA",True,debit,declined,0
1110,TDA14F7,U72609,2025-03-10T04:57:08.562982Z,161.88,desktop,"London, UK",True,prepaid,declined,0
1111,T5C0D15,U74515,2025-03-13T15:06:08.563979Z,840.78,desktop,"Texas, USA",True,credit,declined,0
1112,T74848E,U52789,2025-03-11T21:57:08.564982Z,198.89,desktop,"Ontario, Canada",False,prepaid,approved,0
1113,T5F6FFF,U34006,2025-03-11T22:43:08.565984Z,658.17,tablet,"Texas, USA",True,debit,declined,0
1114,T65C2D0,U61399,2025-03-09T20:54:08.565984Z,861.95,mobile,"Ontario, Canada",True,credit,declined,0
1115,T74589C,U82217,2025-03-10T06:22:08.566982Z,679.19,tablet,"Texas, USA",False,credit,declined,0
1116,T83809D,U38565,2025-03-11T22:00:08.567982Z,745.49,tablet,"Ontario, Canada",False,prepaid,approved,0
1117,TB5B444,U60093,2025-03-12T08:14:08.568982Z,891.51,mobile,"London, UK",True,prepaid,approved,0
1118,TBF4D36,U62203,2025-03-14T08:55:08.569981Z,845.23,desktop,"California, USA",True,prepaid,approved,1
1119,T00B6C1,U78969,2025-03-14T05:03:08.570987Z,851.11,desktop,"Ontario, Canada",True,debit,approved,0
1120,T561765,U62071,2025-03-12T03:15:08.571982Z,503.93,desktop,"London, UK",False,prepaid,approved,0
1121,T73D8A3,U93436,2025-03-12T12:05:08.572979Z,235.65,desktop,"Texas, USA",True,prepaid,declined,1
1122,TF2108B,U32214,2025-03-09T22:32:08.573982Z,491.13,mobile,"California, USA",True,prepaid,declined,0
1123,T3D75A2,U55010,2025-03-14T21:16:08.574985Z,954.41,desktop,"California, USA",True,credit,approved,0
1124,TB2EACF,U47710,2025-03-15T07:27:08.576019Z,651.81,mobile,"Texas, USA",False,debit,approved,0
1125,T2AEF35,U31975,2025-03-13T00:03:08.576019Z,657.98,mobile,"California, USA",True,debit,declined,0
1126,T207A3A,U40600,2025-03-16T07:41:08.576019Z,113.77,tablet,"London, UK",False,debit,approved,1
1127,TADE243,U36749,2025-03-10T18:33:08.576019Z,146.93,tablet,"New York, USA",False,debit,declined,0
1128,TD2EA36,U30895,2025-03-12T11:22:08.576019Z,455.22,mobile,"London, UK",True,debit,approved,0
1129,TFFAAB8,U69175,2025-03-16T05:58:08.576019Z,111.75,tablet,"New York, USA",True,credit,declined,1
1130,T62145A,U86498,2025-03-12T15:10:08.576019Z,412.5,tablet,"New York, USA",False,credit,approved,0
1131,T026DBB,U24864,2025-03-10T20:06:08.576019Z,896.13,mobile,"Texas, USA",False,debit,declined,0
1132,TA2D2A1,U41725,2025-03-12T15:00:08.576019Z,558.75,tablet,"Ontario, Canada",False,prepaid,declined,0
1133,TD1155C,U88767,2025-03-10T10:58:08.576019Z,845.0,desktop,"Texas, USA",True,prepaid,approved,0
1134,T0A1892,U88775,2025-03-15T09:47:08.576019Z,703.2,desktop,"Ontario, Canada",True,prepaid,declined,0
1135,T8E4B41,U51281,2025-03-15T17:25:08.576019Z,548.36,tablet,"Texas, USA",False,debit,approved,0
1136,TAA3A6E,U86663,2025-03-10T10:45:08.576019Z,956.33,mobile,"Texas, USA",True,debit,declined,0
1137,T697FCB,U28663,2025-03-12T19:41:08.576019Z,254.54,desktop,"Texas, USA",True,credit,approved,0
1138,TA7D9E4,U17693,2025-03-12T15:23:08.576019Z,833.4,desktop,"London, UK",True,credit,approved,0
1139,T61F7AC,U22279,2025-03-10T20:36:08.591647Z,470.61,desktop,"California, USA",False,prepaid,declined,0
1140,T00A513,U57644,2025-03-14T09:56:08.591647Z,334.32,tablet,"New York, USA",False,credit,approved,1
1141,T7C45C4,U60829,2025-03-10T14:33:08.591647Z,43.58,desktop,"California, USA",False,credit,declined,0
1142,T645550,U93796,2025-03-12T21:08:08.591647Z,970.28,tablet,"California, USA",True,prepaid,declined,0
1143,TEABA3D,U78381,2025-03-10T07:41:08.591647Z,71.89,tablet,"California, USA",True,prepaid,approved,0
1144,T094916,U28094,2025-03-16T13:38:08.591647Z,590.32,mobile,"Texas, USA",False,prepaid,approved,0
1145,TA60836,U31271,2025-03-15T00:27:08.591647Z,351.88,mobile,"Ontario, Canada",False,credit,declined,0
1146,T3AD4D1,U27135,2025-03-13T23:48:08.591647Z,767.91,mobile,"New York, USA",False,credit,approved,0
1147,TDCBC46,U93886,2025-03-10T10:54:08.591647Z,522.74,desktop,"London, UK",True,debit,declined,1
1148,T8497C2,U18561,2025-03-13T15:14:08.591647Z,192.05,tablet,"New York, USA",True,prepaid,approved,0
1149,T7F199A,U95138,2025-03-15T00:03:08.591647Z,552.89,desktop,"Ontario, Canada",False,debit,approved,0
1150,T8A9F16,U34763,2025-03-11T21:18:08.591647Z,93.47,desktop,"Ontario, Canada",False,prepaid,approved,0
1151,TC64A49,U14270,2025-03-11T08:57:08.591647Z,535.77,desktop,"Ontario, Canada",False,credit,declined,0
1152,T49F753,U43446,2025-03-13T22:00:08.591647Z,313.07,desktop,"New York, USA",True,debit,approved,0
1153,T0EC077,U48896,2025-03-10T05:03:08.591647Z,171.34,tablet,"London, UK",True,prepaid,declined,0
1154,TAAB1EC,U96241,2025-03-11T11:32:08.591647Z,64.28,desktop,"Texas, USA",True,credit,approved,0
1155,T7FB6F2,U88115,2025-03-11T18:53:08.607308Z,486.31,mobile,"Texas, USA",False,debit,approved,0
1156,TD0EBDF,U30428,2025-03-10T08:36:08.607308Z,82.65,mobile,"California, USA",False,debit,approved,0
1157,T61F8FA,U17122,2025-03-14T12:54:08.607308Z,694.54,mobile,"Ontario, Canada",True,debit,declined,0
1158,T6BA149,U25617,2025-03-14T15:27:08.607308Z,736.69,tablet,"Texas, USA",True,debit,approved,1
1159,TE523AC,U98048,2025-03-13T23:44:08.607308Z,123.44,tablet,"London, UK",False,prepaid,declined,0
1160,TAA9A44,U84892,2025-03-11T09:39:08.607308Z,605.97,desktop,"Texas, USA",True,credit,approved,0
1161,TA8B81E,U30973,2025-03-11T09:31:08.607308Z,855.99,desktop,"London, UK",False,debit,approved,0
1162,TEF9C03,U27444,2025-03-14T21:16:08.607308Z,380.2,mobile,"California, USA",True,credit,approved,0
1163,TF3D0B3,U61425,2025-03-13T14:34:08.607308Z,848.06,tablet,"Ontario, Canada",False,credit,declined,0
1164,T737127,U29779,2025-03-15T20:04:08.607308Z,999.84,tablet,"London, UK",False,credit,approved,1
1165,T5B8350,U95792,2025-03-15T10:25:08.607308Z,270.43,tablet,"Ontario, Canada",True,credit,declined,0
1166,T1EA842,U17952,2025-03-10T11:13:08.607308Z,911.15,tablet,"New York, USA",False,prepaid,approved,0
1167,T6C6E7F,U92867,2025-03-13T13:33:08.607308Z,567.86,tablet,"New York, USA",False,credit,declined,0
1168,T18033C,U43664,2025-03-12T15:47:08.607308Z,825.67,tablet,"California, USA",True,prepaid,declined,0
1169,TF0FD89,U61474,2025-03-14T20:49:08.607308Z,732.22,tablet,"Ontario, Canada",False,credit,approved,0
1170,TFEC11B,U73643,2025-03-16T12:26:08.607308Z,86.33,desktop,"Texas, USA",False,credit,approved,0
1171,T4B534A,U59042,2025-03-13T16:33:08.622896Z,300.97,tablet,"Ontario, Canada",False,prepaid,declined,0
1172,TFB1647,U37536,2025-03-13T00:13:08.622896Z,591.2,desktop,"Ontario, Canada",False,debit,approved,0
1173,TCBF63D,U65235,2025-03-13T23:21:08.622896Z,309.25,tablet,"Texas, USA",True,debit,approved,0
1174,T01A4FF,U70486,2025-03-14T07:55:08.622896Z,132.3,mobile,"Texas, USA",True,debit,approved,1
1175,TC5078D,U83373,2025-03-10T12:03:08.622896Z,408.47,desktop,"Ontario, Canada",True,debit,declined,0
1176,T927381,U12809,2025-03-09T20:53:08.622896Z,199.07,desktop,"London, UK",False,credit,approved,1
1177,T7D4F20,U49028,2025-03-14T02:17:08.622896Z,311.46,desktop,"Ontario, Canada",False,debit,declined,0
1178,T62811D,U94108,2025-03-16T13:42:08.622896Z,233.2,tablet,"London, UK",True,prepaid,approved,0
1179,T2F2C3D,U99822,2025-03-12T06:06:08.622896Z,433.94,tablet,"London, UK",True,debit,declined,1
1180,T5B480E,U12405,2025-03-12T08:28:08.622896Z,999.09,desktop,"Ontario, Canada",False,credit,approved,0
1181,T76B8F0,U45083,2025-03-09T16:59:08.622896Z,371.66,mobile,"New York, USA",False,credit,declined,0
1182,TFAB27D,U19773,2025-03-15T07:50:08.622896Z,599.75,mobile,"Ontario, Canada",True,prepaid,approved,0
1183,T60745D,U20036,2025-03-15T03:13:08.622896Z,115.9,mobile,"London, UK",False,debit,approved,0
1184,T3FD324,U82869,2025-03-11T16:53:08.622896Z,30.28,desktop,"Ontario, Canada",True,debit,declined,0
1185,TAEF24A,U51777,2025-03-09T18:50:08.622896Z,973.49,desktop,"New York, USA",True,debit,declined,0
1186,TB723ED,U48484,2025-03-16T01:19:08.622896Z,436.97,mobile,"California, USA",False,debit,approved,0
1187,T092177,U91213,2025-03-15T18:05:08.622896Z,128.91,desktop,"Ontario, Canada",True,debit,declined,0
1188,T15F717,U48329,2025-03-15T05:57:08.638558Z,428.87,desktop,"New York, USA",True,prepaid,declined,0
1189,TE07D47,U52637,2025-03-16T08:00:08.638558Z,572.04,mobile,"New York, USA",True,credit,approved,0
1190,T5E92F3,U78972,2025-03-12T08:13:08.638558Z,388.74,tablet,"London, UK",True,debit,approved,0
1191,T6E28C1,U55546,2025-03-10T21:05:08.638558Z,603.02,desktop,"New York, USA",False,prepaid,approved,0
1192,T8C2B49,U22187,2025-03-10T09:26:08.638558Z,604.12,mobile,"Texas, USA",True,debit,declined,0
1193,TCB4DC0,U62071,2025-03-13T14:43:08.638558Z,610.9,tablet,"California, USA",False,prepaid,approved,0
1194,T681B00,U29556,2025-03-12T08:29:08.638558Z,370.08,desktop,"Texas, USA",False,prepaid,declined,0
1195,T2CA28C,U84017,2025-03-10T16:49:08.638558Z,193.21,mobile,"Ontario, Canada",True,prepaid,approved,0
1196,T4765F7,U83139,2025-03-13T21:20:08.638558Z,790.02,mobile,"California, USA",True,prepaid,approved,0
1197,TAC644E,U21360,2025-03-12T21:21:08.638558Z,390.85,mobile,"Ontario, Canada",False,credit,approved,0
1198,TB98F26,U63332,2025-03-10T08:17:08.638558Z,570.45,tablet,"New York, USA",True,credit,declined,0
1199,T6D3518,U98595,2025-03-12T06:34:08.638558Z,192.89,tablet,"California, USA",False,prepaid,approved,0
1200,T42BA33,U59227,2025-03-11T22:23:08.638558Z,765.55,mobile,"New York, USA",False,credit,approved,0
1201,T48ADD5,U72228,2025-03-15T03:14:08.638558Z,40.27,mobile,"Texas, USA",False,prepaid,declined,0
1202,TC825A2,U50674,2025-03-14T21:34:08.638558Z,179.56,tablet,"Texas, USA",True,debit,approved,0
1203,T969329,U29469,2025-03-15T18:32:08.638558Z,815.94,mobile,"California, USA",True,credit,declined,1
1204,T18F9B7,U94831,2025-03-15T06:52:08.654185Z,224.74,mobile,"Ontario, Canada",False,debit,approved,0
1205,T992AFF,U32685,2025-03-10T03:52:08.654185Z,836.28,tablet,"California, USA",True,debit,declined,0
1206,TA810DC,U98269,2025-03-16T04:27:08.654185Z,425.74,mobile,"Ontario, Canada",True,debit,declined,0
1207,T9441E8,U51682,2025-03-16T09:20:08.654185Z,16.08,mobile,"California, USA",True,debit,declined,0
1208,TB46643,U64013,2025-03-10T09:20:08.654185Z,980.29,desktop,"London, UK",False,credit,declined,0
1209,TE9372A,U60112,2025-03-10T00:43:08.654185Z,296.67,desktop,"London, UK",False,debit,approved,0
1210,T2AC820,U95797,2025-03-10T01:39:08.654185Z,486.88,mobile,"London, UK",False,debit,approved,1
1211,T7A55C5,U34915,2025-03-10T20:40:08.654185Z,787.78,mobile,"Texas, USA",True,credit,declined,0
1212,T119E8B,U26669,2025-03-14T16:59:08.654185Z,826.68,mobile,"California, USA",False,prepaid,approved,0
1213,T8CD713,U42684,2025-03-10T22:21:08.654185Z,797.0,tablet,"California, USA",False,prepaid,approved,0
1214,T19A450,U25000,2025-03-14T09:34:08.654185Z,97.76,tablet,"California, USA",False,credit,approved,0
1215,T6E29EE,U76555,2025-03-16T06:04:08.654185Z,202.1,desktop,"California, USA",False,prepaid,approved,1
1216,TB5830F,U15280,2025-03-11T05:01:08.654185Z,851.37,desktop,"Ontario, Canada",False,debit,declined,0
1217,T525B70,U57913,2025-03-15T16:23:08.654185Z,743.44,mobile,"London, UK",False,credit,approved,0
1218,T1CF7AC,U22267,2025-03-14T15:37:08.654185Z,312.25,mobile,"New York, USA",False,credit,approved,0
1219,TD8DA80,U21322,2025-03-13T04:53:08.654185Z,483.64,mobile,"Texas, USA",True,credit,approved,0
1220,T68DA52,U10325,2025-03-10T04:03:08.669808Z,657.61,desktop,"Ontario, Canada",False,credit,approved,0
1221,TDC7A99,U83721,2025-03-16T05:35:08.669808Z,32.09,mobile,"Texas, USA",True,prepaid,declined,1
1222,T4BCA88,U80467,2025-03-12T02:06:08.669808Z,333.37,desktop,"Texas, USA",True,debit,declined,0
1223,T3941D5,U88328,2025-03-16T01:28:08.669808Z,272.25,tablet,"California, USA",False,credit,approved,0
1224,T18052A,U63224,2025-03-14T14:30:08.669808Z,761.09,desktop,"Ontario, Canada",False,debit,approved,0
1225,T5909A2,U10401,2025-03-15T04:37:08.669808Z,772.97,tablet,"London, UK",True,credit,declined,0
1226,T22CF51,U51354,2025-03-16T07:47:08.669808Z,989.62,desktop,"Texas, USA",True,debit,approved,0
1227,T13D953,U14177,2025-03-14T06:00:08.669808Z,385.91,desktop,"California, USA",False,credit,declined,0
1228,TA17E51,U37311,2025-03-13T05:41:08.669808Z,10.85,tablet,"California, USA",True,debit,declined,0
1229,TE3A278,U79220,2025-03-13T01:09:08.669808Z,477.16,tablet,"Ontario, Canada",False,prepaid,declined,0
1230,T1EDB6A,U48985,2025-03-14T05:10:08.669808Z,355.06,desktop,"London, UK",False,debit,declined,0
1231,TE590BC,U25981,2025-03-12T16:09:08.669808Z,346.2,mobile,"London, UK",False,credit,approved,0
1232,T2C423C,U39211,2025-03-11T14:07:08.669808Z,747.74,mobile,"Ontario, Canada",False,credit,approved,0
1233,T576087,U94482,2025-03-13T12:40:08.669808Z,591.18,tablet,"Ontario, Canada",False,debit,declined,0
1234,TA9F16B,U39398,2025-03-13T19:10:08.669808Z,192.11,tablet,"California, USA",True,debit,declined,0
1235,T3B5E96,U82443,2025-03-15T11:25:08.669808Z,153.44,desktop,"Ontario, Canada",False,prepaid,approved,0
1236,TFF7567,U60362,2025-03-12T12:45:08.685434Z,705.98,desktop,"New York, USA",True,debit,declined,0
1237,TA3BA3C,U81918,2025-03-12T05:57:08.685434Z,777.87,tablet,"Texas, USA",True,debit,approved,0
1238,T6838E9,U50110,2025-03-10T22:09:08.685434Z,930.48,tablet,"Ontario, Canada",True,credit,declined,0
1239,T5CFB92,U86440,2025-03-13T10:09:08.685434Z,88.49,tablet,"California, USA",False,credit,approved,0
1240,T42B8D3,U56272,2025-03-10T19:44:08.685434Z,980.26,desktop,"London, UK",False,prepaid,approved,0
1241,T5265F1,U36038,2025-03-14T22:22:08.685434Z,675.01,desktop,"California, USA",False,prepaid,declined,0
1242,T2A4407,U87464,2025-03-13T00:28:08.685434Z,596.81,tablet,"New York, USA",False,prepaid,approved,0
1243,T9B4D09,U21336,2025-03-16T02:17:08.685434Z,396.38,tablet,"London, UK",False,credit,declined,0
1244,T5475E4,U74907,2025-03-14T03:22:08.685434Z,137.72,mobile,"New York, USA",False,debit,approved,0
1245,TF59FAF,U83164,2025-03-13T13:49:08.685434Z,659.74,desktop,"New York, USA",False,credit,declined,0
1246,T287790,U79002,2025-03-12T17:16:08.685434Z,871.36,desktop,"New York, USA",False,prepaid,approved,0
1247,T0F4B55,U50783,2025-03-12T23:40:08.685434Z,741.26,mobile,"California, USA",True,debit,approved,0
1248,TB4F4C8,U86794,2025-03-12T10:57:08.685434Z,723.37,desktop,"London, UK",True,debit,declined,0
1249,T821FC5,U29278,2025-03-15T16:30:08.685434Z,783.27,tablet,"New York, USA",True,prepaid,approved,0
1250,TF2C5D6,U13903,2025-03-14T19:40:08.685434Z,349.39,tablet,"New York, USA",True,credit,approved,0
1251,T633693,U89338,2025-03-15T21:19:08.701021Z,21.86,desktop,"Ontario, Canada",True,prepaid,declined,0
1252,TD402DB,U86308,2025-03-09T15:37:08.702366Z,96.97,tablet,"New York, USA",False,credit,declined,0
1253,TABA279,U22776,2025-03-16T12:26:08.702366Z,373.64,desktop,"New York, USA",True,prepaid,approved,0
1254,T6D4801,U43760,2025-03-13T05:42:08.702366Z,967.92,tablet,"London, UK",True,credit,declined,0
1255,T5DB5B4,U89092,2025-03-14T21:46:08.702366Z,613.16,tablet,"Ontario, Canada",False,prepaid,approved,0
1256,TA4C177,U25825,2025-03-10T20:27:08.702366Z,782.34,desktop,"London, UK",False,prepaid,declined,0
1257,T606D08,U38835,2025-03-14T15:30:08.702366Z,448.72,desktop,"Ontario, Canada",True,debit,approved,0
1258,T1CED7F,U95828,2025-03-12T01:22:08.708815Z,534.16,mobile,"Texas, USA",False,credit,approved,0
1259,T9BF754,U36553,2025-03-12T09:47:08.709828Z,413.38,desktop,"Ontario, Canada",False,debit,approved,0
1260,T4EAC5E,U86454,2025-03-11T19:47:08.711520Z,785.98,desktop,"Ontario, Canada",True,debit,approved,0
1261,T1F944E,U95847,2025-03-13T11:45:08.711520Z,34.5,mobile,"Texas, USA",False,prepaid,declined,0
1262,TF69095,U18296,2025-03-14T00:31:08.711520Z,536.14,desktop,"London, UK",False,debit,declined,1
1263,T8969A4,U58094,2025-03-14T09:53:08.711520Z,987.66,mobile,"California, USA",False,credit,declined,0
1264,TDBB410,U43568,2025-03-11T01:26:08.711520Z,950.35,mobile,"London, UK",True,debit,approved,0
1265,T314A2C,U53578,2025-03-10T03:53:08.711520Z,226.5,tablet,"Texas, USA",False,prepaid,approved,0
1266,T019FC3,U12577,2025-03-13T23:03:08.711520Z,574.17,mobile,"Texas, USA",False,prepaid,approved,0
1267,TE8B034,U32560,2025-03-16T01:41:08.711520Z,491.82,desktop,"New York, USA",True,prepaid,declined,1
1268,TF8459E,U16202,2025-03-10T10:42:08.711520Z,881.54,tablet,"New York, USA",True,debit,approved,0
1269,TB0BFE1,U16263,2025-03-11T04:24:08.711520Z,795.43,tablet,"New York, USA",False,credit,approved,1
1270,TA997F8,U30528,2025-03-11T21:18:08.711520Z,471.57,mobile,"London, UK",True,prepaid,declined,0
1271,TF295BA,U35976,2025-03-15T07:32:08.711520Z,173.02,desktop,"New York, USA",True,debit,approved,0
1272,TFB000E,U99026,2025-03-16T08:17:08.711520Z,544.48,mobile,"Ontario, Canada",True,debit,approved,0
1273,TC16B74,U39510,2025-03-14T22:12:08.711520Z,510.67,mobile,"California, USA",False,debit,approved,1
1274,TACC88A,U19954,2025-03-16T09:12:08.726096Z,799.65,tablet,"Ontario, Canada",True,credit,declined,0
1275,T218536,U89273,2025-03-13T17:52:08.728099Z,62.4,mobile,"London, UK",False,credit,approved,0
1276,T429C8D,U84631,2025-03-13T19:47:08.729099Z,848.43,tablet,"Ontario, Canada",False,credit,declined,0
1277,T5C7202,U58680,2025-03-14T12:06:08.730099Z,193.75,mobile,"Ontario, Canada",False,prepaid,approved,0
1278,T7EF295,U39058,2025-03-14T08:20:08.731098Z,129.79,mobile,"Ontario, Canada",True,debit,declined,0
1279,T31787C,U40518,2025-03-12T19:51:08.732098Z,843.81,tablet,"London, UK",True,debit,declined,0
1280,T7C7DEC,U85024,2025-03-13T04:57:08.733098Z,652.2,mobile,"California, USA",False,credit,declined,0
1281,T070D10,U70908,2025-03-10T20:52:08.734098Z,709.64,mobile,"California, USA",False,prepaid,approved,0
1282,TA87BFA,U48647,2025-03-11T12:42:08.735101Z,106.12,desktop,"New York, USA",False,prepaid,declined,0
1283,T516F00,U24446,2025-03-12T23:57:08.736098Z,241.96,desktop,"London, UK",False,prepaid,declined,0
1284,TED17C9,U73108,2025-03-16T05:19:08.737098Z,751.48,mobile,"New York, USA",False,debit,declined,0
1285,T127B58,U16294,2025-03-11T12:37:08.738098Z,735.02,mobile,"London, UK",True,debit,declined,0
1286,T37E4AE,U15831,2025-03-14T21:48:08.739098Z,810.14,tablet,"Ontario, Canada",True,credit,approved,0
1287,T5DF844,U35942,2025-03-13T06:42:08.740100Z,396.31,mobile,"Texas, USA",True,debit,declined,0
1288,T27CE06,U12333,2025-03-12T15:54:08.740100Z,666.21,tablet,"Ontario, Canada",True,credit,approved,0
1289,TC1DC17,U52138,2025-03-12T14:13:08.742441Z,467.78,mobile,"Ontario, Canada",False,debit,declined,0
1290,TC4C216,U53558,2025-03-12T23:08:08.743485Z,30.52,desktop,"Ontario, Canada",True,credit,declined,0
1291,TF1FE60,U59506,2025-03-10T09:51:08.744475Z,959.83,tablet,"New York, USA",True,prepaid,declined,0
1292,T20F457,U22302,2025-03-15T07:44:08.745476Z,879.09,tablet,"London, UK",False,prepaid,approved,0
1293,TBE1973,U32067,2025-03-14T23:56:08.746476Z,520.16,mobile,"Texas, USA",False,debit,declined,0
1294,T8B43C1,U71379,2025-03-12T10:19:08.747476Z,879.86,mobile,"California, USA",False,prepaid,approved,0
1295,TC4C320,U39340,2025-03-11T10:08:08.748475Z,227.79,tablet,"London, UK",False,credit,approved,0
1296,T0744BF,U52602,2025-03-11T01:37:08.749476Z,37.53,desktop,"London, UK",False,debit,approved,0
1297,T846BD8,U36801,2025-03-15T08:05:08.750473Z,154.79,tablet,"California, USA",False,prepaid,declined,0
1298,T8B4EC5,U75603,2025-03-15T15:25:08.750473Z,873.16,desktop,"New York, USA",False,debit,declined,0
1299,T79CB01,U27243,2025-03-12T09:10:08.751475Z,358.4,desktop,"California, USA",True,credit,approved,0
1300,T499448,U21860,2025-03-15T05:05:08.752479Z,720.51,desktop,"London, UK",False,credit,declined,0
1301,T9C0E09,U61460,2025-03-14T04:43:08.753477Z,946.22,mobile,"New York, USA",False,debit,declined,0
1302,T215DC1,U94367,2025-03-11T00:00:08.754475Z,408.28,mobile,"Texas, USA",True,prepaid,declined,0
1303,TD3A04B,U88494,2025-03-15T19:10:08.755477Z,920.4,mobile,"California, USA",False,prepaid,approved,0
1304,T740A23,U38529,2025-03-10T13:58:08.756476Z,691.11,mobile,"California, USA",True,prepaid,approved,0
1305,T15F136,U35721,2025-03-12T10:40:08.757473Z,711.6,desktop,"California, USA",True,debit,declined,0
1306,TC8D2A5,U46618,2025-03-12T12:53:08.759515Z,367.38,mobile,"Texas, USA",True,prepaid,approved,0
1307,T40B552,U43548,2025-03-11T20:42:08.759515Z,508.61,mobile,"New York, USA",False,credit,approved,0
1308,T49BC0F,U33064,2025-03-13T14:41:08.759515Z,683.9,tablet,"New York, USA",False,credit,declined,0
1309,T5C3916,U30604,2025-03-16T11:57:08.759515Z,236.87,tablet,"New York, USA",False,credit,approved,0
1310,T119850,U97626,2025-03-10T17:12:08.759515Z,324.94,mobile,"London, UK",True,debit,approved,0
1311,T9835E0,U54494,2025-03-14T15:06:08.759515Z,585.82,mobile,"Ontario, Canada",True,prepaid,declined,0
1312,T5B7C06,U13832,2025-03-15T13:33:08.759515Z,881.85,desktop,"London, UK",False,debit,approved,0
1313,T282364,U78364,2025-03-14T14:29:08.759515Z,125.83,tablet,"New York, USA",True,prepaid,approved,0
1314,T212B89,U67624,2025-03-10T09:00:08.759515Z,615.39,tablet,"California, USA",True,debit,declined,0
1315,T064EC1,U76961,2025-03-15T07:23:08.759515Z,468.58,tablet,"Ontario, Canada",False,credit,approved,0
1316,TFCB495,U96976,2025-03-12T06:51:08.759515Z,904.76,mobile,"Texas, USA",True,prepaid,declined,0
1317,TC5BBBB,U91682,2025-03-12T08:26:08.759515Z,949.16,tablet,"Ontario, Canada",False,credit,approved,0
